,Unnamed: 0,video_ids,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,commentCount,duration,definition,caption,publishedAt_date,publishedAt_day,tags_count
54,54,zjK7PWmRRyg,CrashCourse,The Industrial Revolution: Crash Course European History #24,"We've talked about a lot of revolutions in 19th Century Europe, and today we're moving on to a less warlike revolution, the Industrial Revolution. You'll learn about the development of steam power and mechanization, and the labor and social movements that this revolution engendered.

SOURCES

Hobsbawm, Eric. Studies in Archaic Forms of Social Movements in the 19th and 20th Centuries. New York: W. W. Norton, 1965.
  
Hunt, Lynn. et al. The Making of the West: Peoples and Cultures, 6th ed. Boston: Bedford St. Martinâ€™s, 2019. 

Kent, Susan Kingsley. A New History of Britain since 1688: Four Nations and an Empire. New York: Oxford University Press, 2017.

Riello, Giorgio. Cotton: The Fabric That Made the Modern World. Cambridge: Cambridge University Press, 2013. 

Smith, Bonnie G. et al. World in the Making: A Global History. New York: Oxford University Press, 2019.
 

Crash Course is on Patreon! You can support us directly by signing up at http://www.patreon.com/crashcourse

Thanks to the following patrons for their generous monthly contributions that help keep Crash Course free for everyone forever:

Eric Prestemon, Sam Buck, Mark Brouwer, Indika Siriwardena, Avi Yashchin, Timothy J Kwist, Brian Thomas Gossett, Haixiang N/A Liu, Jonathan Zbikowski, Siobhan Sabino, Zach Van Stanley, Jennifer Killen, Nathan Catchings, Brandon Westmoreland, dorsey, Kenneth F Penttinen, Trevin Beattie, Erika & Alexa Saur, Justin Zingsheim, Jessica Wode, Tom Trval, Jason Saslow, Nathan Taylor, Khaled El Shalakany, SR Foxley, Sam Ferguson, Yasenia Cruz, Eric Koslow, Tim Curwick, David Noe, Shawn Arnold, William McGraw, Andrei Krishkevich, Rachel Bright, Jirat, Ian Dundore
--

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Tumblr - http://thecrashcourse.tumblr.com 
Support Crash Course on Patreon: http://patreon.com/crashcourse

CC Kids: http://www.youtube.com/crashcoursekids

#crashcourse #history #europeanhistory","['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'history', 'europe', 'european history', 'historic', 'Euro', 'AP', 'AP Euro', 'WHAP', 'World History', 'Industry', 'Industrial', 'revolution', 'Watt', 'steam engine', 'England', 'flying shuttle', 'weaving', 'textile', 'factory', 'mechanization', 'proletariat', 'bourgeosie']",2019-11-05 21:19:14+00:00,2030792,26725,728,1026,hd,True,2019-11-05,Tuesday,28
55,55,_uKp4FHPjHU,CrashCourse,Reform and Revolution 1815-1848: Crash Course European History #25,"In the aftermath of the revolutions and upheaval in 18th and early 19th century Europe, there was a hunger for reform across the continent. Reformers like Robert Owen, Charles Fourier, and Auguste Comte proposed radical new ideas, and at the same time, regular people began to stand up and ask for greater equality, and a louder voice in how they were governed. Results were mixed, but a lot of the ideas that emerged during this time are still echoing in our world today.

Sources

-Hosking, Geoffrey. Russia: People and Empire. Cambridge: Harvard University Press, 1997.
-Hunt, Lynn et al. The Making of the West: Peoples and Cultures. 6th ed. Boston: Bedford St. Martinâ€™s, 2019.
-Judson, Pieter M. The Hapsburg Empire: A New History. Cambridge: Harvard University Press, 
-Kent, Susan Kingsley. A New History of Britain: Four Nations and an Empire. New York: Oxford University Press, 2017.
-Sperber, Jonathan. Revolutionary Europe 1780-1850. 2nd ed. London: Routledge, 2017.

Crash Course is on Patreon! You can support us directly by signing up at http://www.patreon.com/crashcourse

Thanks to the following patrons for their generous monthly contributions that help keep Crash Course free for everyone forever:

Eric Prestemon, Sam Buck, Mark Brouwer, Indika Siriwardena, Avi Yashchin, Timothy J Kwist, Brian Thomas Gossett, Haixiang N/A Liu, Jonathan Zbikowski, Siobhan Sabino, Zach Van Stanley, Jennifer Killen, Nathan Catchings, Brandon Westmoreland, dorsey, Kenneth F Penttinen, Trevin Beattie, Erika & Alexa Saur, Justin Zingsheim, Jessica Wode, Tom Trval, Jason Saslow, Nathan Taylor, Khaled El Shalakany, SR Foxley, Sam Ferguson, Yasenia Cruz, Eric Koslow, Tim Curwick, David Noe, Shawn Arnold, William McGraw, Andrei Krishkevich, Rachel Bright, Jirat, Ian Dundore
--

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Tumblr - http://thecrashcourse.tumblr.com 
Support Crash Course on Patreon: http://patreon.com/crashcourse

CC Kids: http://www.youtube.com/crashcoursekids

#crashcourse #history #europeanhistory","['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'history', 'Euro', 'European history', 'Europe', 'Robert Owen', 'Reform', 'parliament', 'social', 'socialism', 'socialist', 'utopia', 'utopian', 'fourier', 'Comte', 'Saint Simon', 'France', 'England']",2019-11-12 17:53:28+00:00,786767,12412,338,846,hd,True,2019-11-12,Tuesday,23
56,56,cXTaP1BD1YY,CrashCourse,Revolutions of 1848: Crash Course European History #26,"In 1848, Europe experienced a wave of revolutions. Last week we covered some of the reform movements that presaged these uprisings. This week, we're learning about what the people wanted from the revolutions, who was involved, and how many of those goals were accomplished. We'll look at revolutions in the Austrian Empire, Hungary, Italy, the German States, and the region formerly known as Poland. 

Sources: 
-Johann Nepomuk HÃ¶fel (1788-1964)-'the first uncensored newspaper are sold in street of Vienna after the revolution of 1848'-watercolour   Wien-Historisches Museum der Stadt Wien 
-Hunt, Lynn et al. The Challenge of the West: Peoples and Cultures from 1320 to the Global Age. Lexington MA: D. C. Heath, 1995.
-Judson, Pieter M. The Habsburg Empire: A New History. Cambridge: Harvard University Press, 2016.
-Kent, Susan Kingsley. A New History of Britain: Four Nations and an Empire. New York: Oxford University Press, 2017. 
-Smith, Bonnie G. Changing Lives: Women in European History Since 1700. Lexington MA: D. C. Heath, 1989.
-Sperber, Jonathan. Revolutionary Europe, 1780-1850. 2nd ed. London: Routledge, 2017.

Crash Course is on Patreon! You can support us directly by signing up at http://www.patreon.com/crashcourse

Thanks to the following patrons for their generous monthly contributions that help keep Crash Course free for everyone forever:

Eric Prestemon, Sam Buck, Mark Brouwer, Indika Siriwardena, Avi Yashchin, Timothy J Kwist, Brian Thomas Gossett, Haixiang N/A Liu, Jonathan Zbikowski, Siobhan Sabino, Zach Van Stanley, Jennifer Killen, Nathan Catchings, Brandon Westmoreland, dorsey, Kenneth F Penttinen, Trevin Beattie, Erika & Alexa Saur, Justin Zingsheim, Jessica Wode, Tom Trval, Jason Saslow, Nathan Taylor, Khaled El Shalakany, SR Foxley, Sam Ferguson, Yasenia Cruz, Eric Koslow, Tim Curwick, David Noe, Shawn Arnold, William McGraw, Andrei Krishkevich, Rachel Bright, Jirat, Ian Dundore
--

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Tumblr - http://thecrashcourse.tumblr.com 
Support Crash Course on Patreon: http://patreon.com/crashcourse

CC Kids: http://www.youtube.com/crashcoursekids

#crashcourse #history #europeanhistory","['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'history', 'historic', 'europe', 'European', 'Euro', 'AP', 'test', 'exam', 'study', 'WHAP', 'Austria', 'German States', 'Germany', '1848', 'revolutions', 'Bohemia', 'Prague', 'Vienna', 'Pest', 'Hungary', 'Poland', 'Polish', 'Austrian Empire']",2019-11-19 21:55:59+00:00,959297,15919,643,985,hd,True,2019-11-19,Tuesday,29
57,57,KSjDe9_jZk8,CrashCourse,Italian and German Unification: Crash Course European History #27,"So, we haven't talked much about Italy and Germany so far in Crash Course Euro, and that's because prior to the mid-19th century, those two nation-states weren't really a thing. Today we'll look at how Italy and Germany pulled it together in the second half of the 1800s. You'll learn about Guisseppe Garibaldi, Victor Emmanuelle, Otto von Bismarck, Wilhelm I, and a whole heck of a lot about the development of modern politics.

Sources
-Hunt, Lynn.  The Making of the West: Peoples and Cultures.  6th ed.  Boston: Bedford St. Martins, 2019.
-Lerman, Katharine Anne.  Bismarck.  London: Routledge, 2004.  
  


Crash Course is on Patreon! You can support us directly by signing up at http://www.patreon.com/crashcourse

Thanks to the following patrons for their generous monthly contributions that help keep Crash Course free for everyone forever:

Eric Prestemon, Sam Buck, Mark Brouwer, Indika Siriwardena, Avi Yashchin, Timothy J Kwist, Brian Thomas Gossett, Haixiang N/A Liu, Jonathan Zbikowski, Siobhan Sabino, Zach Van Stanley, Jennifer Killen, Nathan Catchings, Brandon Westmoreland, dorsey, Kenneth F Penttinen, Trevin Beattie, Erika & Alexa Saur, Justin Zingsheim, Jessica Wode, Tom Trval, Jason Saslow, Nathan Taylor, Khaled El Shalakany, SR Foxley, Sam Ferguson, Yasenia Cruz, Eric Koslow, Tim Curwick, David Noe, Shawn Arnold, William McGraw, Andrei Krishkevich, Rachel Bright, Jirat, Ian Dundore
--

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Tumblr - http://thecrashcourse.tumblr.com 
Support Crash Course on Patreon: http://patreon.com/crashcourse

CC Kids: http://www.youtube.com/crashcoursekids

#crashcourse #history #europeanhistory","['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'History', 'historic', 'Europe', 'European', 'Euro', 'AP', 'World History', 'WHAP', 'Germany', 'Italy', 'France', 'Austria', 'Prussia', 'Russian Empire', 'Franco-Prussian War', 'Austro-Prussian War', 'Otto von Bismarck']",2019-11-27 00:21:52+00:00,1242680,19818,662,862,hd,True,2019-11-27,Wednesday,23
58,58,eBA7P-zKbi8,CrashCourse,Expansion and Resistance: Crash Course European History #28,"In 19th century Europe, with nation building well under way, thoughts turned outward, toward empire. This week, we're looking at how Europeans expanded into Africa, Asia, and Oceania during the 1800s. You'll learn about China and the Opium War, British India, and the Scramble for Africa.

SOURCES

-Hunt, Lynn.  Making of the West: Peoples and Cultures.  Boston: Bedford St. Martinâ€™s, 2019.
-Hunt, Nancy Rose.  A Nervous State: Violence, Remedies, and Reveries in Colonial Congo.  Durham: Duke University Press, 2015. 
-Smith, Bonnie G.  Modern Empires. A Reader.  New York: Oxford University Press, 2018.
-Streets-Salter, Heather, and Trevor R. Getz.  Empires and Colonies in the Modern World: A Global Perspective.  New York: Oxford University Press, 2015.

Crash Course is on Patreon! You can support us directly by signing up at http://www.patreon.com/crashcourse

Thanks to the following patrons for their generous monthly contributions that help keep Crash Course free for everyone forever:

Eric Prestemon, Sam Buck, Mark Brouwer, Indika Siriwardena, Avi Yashchin, Timothy J Kwist, Brian Thomas Gossett, Haixiang N/A Liu, Jonathan Zbikowski, Siobhan Sabino, Zach Van Stanley, Jennifer Killen, Nathan Catchings, Brandon Westmoreland, dorsey, Kenneth F Penttinen, Trevin Beattie, Erika & Alexa Saur, Justin Zingsheim, Jessica Wode, Tom Trval, Jason Saslow, Nathan Taylor, Khaled El Shalakany, SR Foxley, Sam Ferguson, Yasenia Cruz, Eric Koslow, Tim Curwick, David Noe, Shawn Arnold, William McGraw, Andrei Krishkevich, Rachel Bright, Jirat, Ian Dundore
--

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Tumblr - http://thecrashcourse.tumblr.com 
Support Crash Course on Patreon: http://patreon.com/crashcourse

CC Kids: http://www.youtube.com/crashcoursekids

#crashcourse #history #europeanhistory","['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'history', 'Euro', 'European history', 'France', 'England', 'Britain', 'Portugal', 'Belgium', 'Africa', 'Asia', 'Oceania', 'China', 'Mozambique', 'South Africa', 'colony', 'colonial', 'colonialism', 'empire', 'imperial']",2019-12-03 19:04:29+00:00,613330,9257,708,794,hd,True,2019-12-03,Tuesday,25
59,59,MN8fjAjLLpg,CrashCourse,Migration: Crash Course European History #29,"Between 1840 and 1914, an estimated 40 million people left Europe. This is one of the most significant migrations in human history. So, who was leaving Europe? And why? 

Crash Course is on Patreon! You can support us directly by signing up at http://www.patreon.com/crashcourse

Thanks to the following patrons for their generous monthly contributions that help keep Crash Course free for everyone forever:

Eric Prestemon, Sam Buck, Mark Brouwer, Efrain R. Pedroza, Matthew Curls, Indika Siriwardena, Avi Yashchin, Timothy J Kwist, Brian Thomas Gossett, Haixiang N/A Liu, Jonathan Zbikowski, Siobhan Sabino, Jennifer Killen, Nathan Catchings, Brandon Westmoreland, dorsey, Kenneth F Penttinen, Trevin Beattie, Erika & Alexa Saur, Justin Zingsheim, Jessica Wode, Tom Trval, Jason Saslow, Nathan Taylor, Khaled El Shalakany, SR Foxley, Yasenia Cruz, Eric Koslow, Caleb Weeks, Tim Curwick, DAVID NOE, Shawn Arnold, William McGraw, Andrei Krishkevich, Rachel Bright, Jirat, Ian Dundore
--

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Tumblr - http://thecrashcourse.tumblr.com 
Support Crash Course on Patreon: http://patreon.com/crashcourse

CC Kids: http://www.youtube.com/crashcoursekids

#crashcourse #history #immigration","['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'history', 'European history', 'Europe', 'Euro', 'world history', 'whap', 'AP', 'exam', 'test', 'study', 'homework help', 'Britain', 'France', 'Russia', 'Italy', 'Sicily', 'immigrant', 'immigration', 'emigrant', 'emigration', 'Ireland', 'England', 'United Kingdom', 'Ellis Island', 'United States', 'migrant', 'migration']",2019-12-10 22:57:03+00:00,511490,9735,544,838,hd,False,2019-12-10,Tuesday,33
60,60,meC5Zl5PC1U,CrashCourse,Modern Life: Crash Course European History #30,"So, ""modern"" is kind of a loaded term, but today we're going to talk about modern life in Europe, as it looked around the time the 19th century turned into the 20th. We'll look at what life was like in the rapidly growing urban centers of Europe, how developments in communication and information distribution influenced the way people saw their leaders and their neighbors, and how women began making strides toward equality in this era.

Sources
-Anderson, Harriet. Utopian Feminist: Womenâ€™s Movements in Fin-de-SiÃ¨cle Vienna.  New Haven: Yale University Press, 1992.
-Hunt, Lynn.  Making of the West: Peoples and Cultures.  6th ed.  Boston: Bedford St. Martins, 2019.
-Kent, Susan Kingsley.  Sex and Suffrage in Britain, 1860-1914.  Princeton: Princeton University Press, 1987.
-Smith, Bonnie G.  Women in World History, 1450 to the Present.  London: Bloomsbury, 2019.

Crash Course is on Patreon! You can support us directly by signing up at http://www.patreon.com/crashcourse

Thanks to the following patrons for their generous monthly contributions that help keep Crash Course free for everyone forever:

Eric Prestemon, Sam Buck, Mark Brouwer, Efrain R. Pedroza, Matthew Curls, Indika Siriwardena, Avi Yashchin, Timothy J Kwist, Brian Thomas Gossett, Haixiang N/A Liu, Jonathan Zbikowski, Siobhan Sabino, Jennifer Killen, Nathan Catchings, Brandon Westmoreland, dorsey, Kenneth F Penttinen, Trevin Beattie, Erika & Alexa Saur, Justin Zingsheim, Jessica Wode, Tom Trval, Jason Saslow, Nathan Taylor, Khaled El Shalakany, SR Foxley, Yasenia Cruz, Eric Koslow, Caleb Weeks, Tim Curwick, DAVID NOE, Shawn Arnold, William McGraw, Andrei Krishkevich, Rachel Bright, Jirat, Ian Dundore
--

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Tumblr - http://thecrashcourse.tumblr.com 
Support Crash Course on Patreon: http://patreon.com/crashcourse

CC Kids: http://www.youtube.com/crashcoursekids

#crashcourse #history #europeanhistory","['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'history', 'Europe', 'European History', 'Euro', 'AP', 'WHAP', 'World History', 'modern', 'modernity', 'Kaiser', 'William II', 'Oscar Wilde', 'women', 'feminism', 'suffrage', 'suffragettes']",2019-12-18 00:41:07+00:00,397240,7897,520,873,hd,True,2019-12-18,Wednesday,22
61,61,xGjpTjeGuZc,CrashCourse,Modern Thought and Culture in 1900: Crash Course European History #31,"Europe was in transition politically and culturally at the beginning of the 20th century. Today, we're looking at the dawn of modern science, and the rise of Modernism in the arts, especially in music, dance, and visual arts. We'll look at changes in music and dance with Stravinsky's Rite of Spring, and explore the groundbreaking visual art of the Impressionists.

Sources
-Hunt, Lynn.  Making of the West: Peoples and Cultures.  Boston: Bedford St. Martinâ€™s, 2019.
-Smith, Bonnie G.  Europe in the Contemporary World since 1900.  2nd ed.  London: Bloomsbury, 2020.


Crash Course is on Patreon! You can support us directly by signing up at http://www.patreon.com/crashcourse

Thanks to the following patrons for their generous monthly contributions that help keep Crash Course free for everyone forever:

Eric Prestemon, Sam Buck, Mark Brouwer, Efrain R. Pedroza, Matthew Curls, Indika Siriwardena, Avi Yashchin, Timothy J Kwist, Brian Thomas Gossett, Haixiang N/A Liu, Jonathan Zbikowski, Siobhan Sabino, Jennifer Killen, Nathan Catchings, Brandon Westmoreland, dorsey, Kenneth F Penttinen, Trevin Beattie, Erika & Alexa Saur, Justin Zingsheim, Jessica Wode, Tom Trval, Jason Saslow, Nathan Taylor, Khaled El Shalakany, SR Foxley, Sam Ferguson, Yasenia Cruz, Eric Koslow, Caleb Weeks, Tim Curwick, David Noe, Shawn Arnold, William McGraw, Andrei Krishkevich, Rachel Bright, Jirat, Ian Dundore
--

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Tumblr - http://thecrashcourse.tumblr.com 
Support Crash Course on Patreon: http://patreon.com/crashcourse

CC Kids: http://www.youtube.com/crashcoursekids

#crashcourse #EuropeanHistory #history","['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'Europe', 'European', 'history', 'historic', 'arts', 'science', 'philosophy', 'music', 'dance', 'art', 'ballet', 'stravinsky', 'rite of spring', 'modernism', 'modern', 'century', 'nineteenth', 'Art Nouveau', 'Impressionist', 'Cezanne', 'Manet', 'Monet', 'Van Gogh', 'Mucha', 'History of Science', 'Hilma Af Klint', 'Picasso', 'Edvard Munch', 'Curie', 'Einstein', 'von Planck', 'Freud', 'Relativity', 'physics']",2020-01-08 20:59:07+00:00,500669,9872,311,909,hd,True,2020-01-08,Wednesday,40
62,62,KGlmlSTn-eM,CrashCourse,The Roads to World War I: Crash Course European History #32,"Much has been written about what exactly caused World War I. As befits a true global war, the reality is that there isn't a single cause. There aren't even three causes. There are a vast array of causes. Today we'll get into just a few of those causes, including the complex system of alliances in Europe, the myriad military conflicts that played out in the years and decades leading up to the war, and the event that many point to as the beginning: the assassination of Archduke Franz Ferdinand. 


Sources
-Hunt, Lynn.  Making of the West: Peoples and Cultures.  Boston: Bedford St. Martins, 2019.
-Smith, Bonnie G. Europe in the Contemporary World Since 1900.  2nd ed. London; Bloomsbury, 2020.

Crash Course is on Patreon! You can support us directly by signing up at http://www.patreon.com/crashcourse

Thanks to the following patrons for their generous monthly contributions that help keep Crash Course free for everyone forever:

Eric Prestemon, Sam Buck, Mark Brouwer, Efrain R. Pedroza, Matthew Curls, Indika Siriwardena, Avi Yashchin, Timothy J Kwist, Brian Thomas Gossett, Haixiang N/A Liu, Jonathan Zbikowski, Siobhan Sabino, Jennifer Killen, Nathan Catchings, Brandon Westmoreland, dorsey, Kenneth F Penttinen, Trevin Beattie, Erika & Alexa Saur, Justin Zingsheim, Jessica Wode, Tom Trval, Jason Saslow, Nathan Taylor, Khaled El Shalakany, SR Foxley, Sam Ferguson, Yasenia Cruz, Eric Koslow, Caleb Weeks, Tim Curwick, David Noe, Shawn Arnold, William McGraw, Andrei Krishkevich, Rachel Bright, Jirat, Ian Dundore
--

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Tumblr - http://thecrashcourse.tumblr.com 
Support Crash Course on Patreon: http://patreon.com/crashcourse

CC Kids: http://www.youtube.com/crashcoursekids","['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'WWI', 'world war i', 'history', 'European history', 'Europe', 'Euro', 'AP', 'WHAP', 'World History', 'historic', 'advanced placement', 'exam', 'test', 'England', 'UK', 'Germany', 'France', 'Russia', 'Empire', 'Archduke', 'Franz Ferdinand']",2020-01-16 13:56:44+00:00,1114495,16723,739,901,hd,True,2020-01-16,Thursday,27
63,63,IIiDULrXaqQ,CrashCourse,World War I Battlefields: Crash Course European History #33,"Europe's system of alliances and centuries-old tensions erupted into war in August of 1914. This week on Crash Course Euro, we're talking about the military history of World War I, and taking a look at the broad strokes of how the war unfolded. We'll take you from the guns of August through gruesome battles like Verdun and the Somme, and follow the thread all the way through to the Armistice in 1918. It didn't turn out to be the War to End All Wars, sadly, but there is a lot to learn from it.

Sources

-Engelstein, Laura.  Russia in Flames.  War, Revolution, and Civil War 1914-1922.  Oxford: Oxford University Press, 1918.  
-Hunt, Lynn et al.  Making of the West: Peoples and Cultures, 6th ed.  Boston: Bedford St. Martinâ€™s 2019.
-Sanborn, Joshua A. Imperial Apocalypse: The Great War and the Destruction of the Russian Empire.  New York: Oxford University Press, 2014.
-Suny, Ronald Grigor.  â€œThey Can Lie in the Desert but Nowhere Elseâ€:  A History of the Armenian Genocide.  Princeton: Princeton University Press, 2015.
-Watson, Alexander.  Ring of Steel: Germany and Austria-Hungary in World War I.  New
 York: Basic Books, 2014.


Crash Course is on Patreon! You can support us directly by signing up at http://www.patreon.com/crashcourse

Thanks to the following patrons for their generous monthly contributions that help keep Crash Course free for everyone forever:

Eric Prestemon, Sam Buck, Mark Brouwer, Efrain R. Pedroza, Matthew Curls, Indika Siriwardena, Avi Yashchin, Timothy J Kwist, Brian Thomas Gossett, Haixiang N/A Liu, Jonathan Zbikowski, Siobhan Sabino, Jennifer Killen, Nathan Catchings, Brandon Westmoreland, dorsey, Kenneth F Penttinen, Trevin Beattie, Erika & Alexa Saur, Justin Zingsheim, Jessica Wode, Tom Trval, Jason Saslow, Nathan Taylor, Khaled El Shalakany, SR Foxley, Sam Ferguson, Yasenia Cruz, Eric Koslow, Caleb Weeks, Tim Curwick, David Noe, Shawn Arnold, William McGraw, Andrei Krishkevich, Rachel Bright, Jirat, Ian Dundore
--

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Tumblr - http://thecrashcourse.tumblr.com 
Support Crash Course on Patreon: http://patreon.com/crashcourse

CC Kids: http://www.youtube.com/crashcoursekids

#crashcourse #history #WWI","['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'history', 'Europe', 'European', 'war', 'World War I', 'WWI', 'Germany', 'France', 'UK', 'Britain', 'United Kingdom', 'Belgium', 'Italy', 'Austria-Hungary', 'Habsburg', 'Ottoman Empire', 'battle', 'battlefields', 'trench', 'trenches.']",2020-01-23 21:22:01+00:00,744118,12947,773,856,hd,True,2020-01-23,Thursday,26
64,64,dPXNZkGYJHM,CrashCourse,"WWI's Civilians, the Homefront, and an Uneasy Peace: Crash Course European History #34","World War I was a total war for millions of people in Europe. Many men were enlisted in the fighting, but the war work had implications for the daily lives of a huge number of Europeans. Women entered the workforce in huge numbers, and for a lot of people, the battles raged through their towns, cities, and even their homes. 

In addition to learning about the homefronts of the war, we're going to look at how the war ended, and how the Paris Peace Conference and the treaties that resulted did little to heal the societal wounds of the war, and in many ways set the stage for the next big war.

Sources

-Akin, Yigit.   â€œWar, Women, and the State: The Politics of Sacrifice in the Ottoman Empire during the First World War,â€  Journal of Womenâ€™s History. Vol. 26, No. 3 (Fall 2014).
-Gerwarth, Robert.  The Vanquished: Why the First World War Failed to End.  New York: Farrar, Straus, and Giroux, 2016.
-Hunt, Lynn et al. Making of the West: Peoples and Cultures, 5th ed. Boston: Bedford St. Martinâ€™s, 2016.
-McMeekin, Sean.  The Ottoman Endgame: War, Revolution, and the Making of the Modern Middle East, 1908-1923.  New York: Penguin, 2015.
-Sanborn, Joshua A.  Imperial Apocalypse: The Great War and the Destruction of the Russian Empire.  Oxford: Oxford University Press, 2014.

***

Crash Course is on Patreon! You can support us directly by signing up at http://www.patreon.com/crashcourse

Thanks to the following patrons for their generous monthly contributions that help keep Crash Course free for everyone forever:

Eric Prestemon, Sam Buck, Mark Brouwer, Efrain R. Pedroza, Matthew Curls, Indika Siriwardena, Avi Yashchin, Timothy J Kwist, Brian Thomas Gossett, Haixiang N/A Liu, Jonathan Zbikowski, Siobhan Sabino, Jennifer Killen, Nathan Catchings, Brandon Westmoreland, dorsey, Kenneth F Penttinen, Trevin Beattie, Erika & Alexa Saur, Justin Zingsheim, Jessica Wode, Tom Trval, Jason Saslow, Nathan Taylor, Khaled El Shalakany, SR Foxley, Sam Ferguson, Yasenia Cruz, Eric Koslow, Caleb Weeks, Tim Curwick, David Noe, Shawn Arnold, William McGraw, Andrei Krishkevich, Rachel Bright, Jirat, Ian Dundore
--

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Tumblr - http://thecrashcourse.tumblr.com 
Support Crash Course on Patreon: http://patreon.com/crashcourse

CC Kids: http://www.youtube.com/crashcoursekids

#crashcourse #europeanhistory #worldwarI","['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'history', 'european history', 'euro', 'Europe', 'World War I', 'civilians', 'home front', 'homefront', 'UK', 'Britain', 'Russia', 'France', 'Germany', 'labor', 'factory', 'work', 'Soviet', 'Paris Conference', 'Treaty of Versailles', 'Woodrow Wilson', 'peace', '14 Points', 'League of Nations']",2020-01-29 15:42:32+00:00,645848,10256,476,847,hd,True,2020-01-29,Wednesday,29
